,date,death,deathIncrease,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,onVentilatorCumulative,onVentilatorCurrently,pending,posNeg,positive,positiveIncrease,states,total,totalTestResults,totalTestResultsIncrease,dateChecked,id_city,multiplication_factor
630,20200703,71310,683,85329,85329,23636,1098,5962,5678,4729451,112121,494,2682,2503,0,1274860,13858,38,0,13274711,313469,2020-06-02T24:00:00Z,6,0.6961173
631,20200704,62782,601,75124,75124,20809,967,5249,4999,4163857,98712,435,2361,2204,0,1122399,12201,34,0,11687189,275982,2020-06-02T24:00:00Z,6,0.61286867
632,20200705,147628,1415,176649,176649,48932,2274,12344,11756,9790943,232114,1023,5554,5183,0,2639223,28690,80,0,27481395,648947,2020-06-02T24:00:00Z,6,1.4411067
633,20200706,126781,1215,151703,151703,42022,1952,10601,10096,8408320,199336,878,4769,4451,0,2266527,24639,69,0,23600624,557306,2020-06-02T24:00:00Z,6,1.2376015
634,20200707,80085,767,95828,95828,26544,1233,6696,6377,5311376,125917,555,3012,2812,0,1431722,15564,43,0,14908068,352040,2020-06-02T24:00:00Z,6,0.78176945
635,20200708,127504,1222,152569,152569,42262,1964,10661,10153,8456273,200473,883,4796,4477,0,2279453,24779,69,0,23735221,560485,2020-06-02T24:00:00Z,6,1.2446597
636,20200709,127147,1218,152142,152142,42144,1958,10631,10125,8432642,199913,881,4783,4464,0,2273083,24710,69,0,23668893,558918,2020-06-02T24:00:00Z,6,1.2411815
637,20200710,58022,556,69428,69428,19232,893,4851,4620,3848134,91228,402,2182,2037,0,1037294,11276,31,0,10801013,255055,2020-06-02T24:00:00Z,6,0.56639814
638,20200711,84972,814,101677,101677,28165,1308,7105,6766,5635537,133602,588,3196,2983,0,1519102,16514,46,0,15817927,373525,2020-06-02T24:00:00Z,6,0.8294819
639,20200712,73595,705,88063,88063,24393,1133,6153,5860,4880981,115713,510,2768,2584,0,1315706,14303,40,0,13700026,323513,2020-06-02T24:00:00Z,6,0.7184205
640,20200713,93221,893,111547,111547,30899,1435,7795,7423,6182598,146571,646,3507,3273,0,1666567,18117,50,0,17353430,409785,2020-06-02T24:00:00Z,6,0.91000265
641,20200714,79198,759,94767,94767,26250,1219,6622,6307,5252542,124522,548,2979,2780,0,1415863,15391,43,0,14742931,348140,2020-06-02T24:00:00Z,6,0.7731098
642,20200715,52657,504,63009,63009,17453,811,4403,4193,3492335,82793,364,1981,1848,0,941385,10233,28,0,9802349,231473,2020-06-02T24:00:00Z,6,0.5140289
643,20200716,75703,725,90585,90585,25092,1166,6330,6028,5020751,119027,524,2848,2658,0,1353382,14712,41,0,14092336,332777,2020-06-02T24:00:00Z,6,0.738993
644,20200717,121722,1166,145650,145650,40345,1875,10178,9693,8072806,191382,843,4579,4274,0,2176086,23656,66,0,22658898,535068,2020-06-02T24:00:00Z,6,1.188218
645,20200718,105583,1012,126339,126339,34996,1626,8828,8408,7002471,166008,731,3972,3707,0,1887570,20519,57,0,19654663,464126,2020-06-02T24:00:00Z,6,1.0306778
646,20200719,75831,726,90739,90739,25135,1168,6340,6038,5029289,119229,525,2852,2662,0,1355683,14737,41,0,14116301,333343,2020-06-02T24:00:00Z,6,0.7402497
647,20200720,63714,610,76238,76238,21118,981,5327,5073,4225610,100176,441,2397,2237,0,1139045,12382,34,0,11860521,280075,2020-06-02T24:00:00Z,6,0.6219581
648,20200721,79155,758,94716,94716,26236,1219,6618,6303,5249742,124456,548,2977,2779,0,1415108,15383,43,0,14735071,347955,2020-06-02T24:00:00Z,6,0.7726976
649,20200722,73930,708,88463,88463,24504,1138,6181,5887,4903183,116240,512,2781,2595,0,1321690,14368,40,0,13762344,324984,2020-06-02T24:00:00Z,6,0.7216884
650,20200723,89854,861,107517,107517,29783,1384,7513,7155,5959275,141277,622,3380,3155,0,1606368,17462,49,0,16726602,394983,2020-06-02T24:00:00Z,6,0.8771322
651,20200724,91578,877,109581,109581,30354,1410,7657,7292,6073620,143987,634,3445,3215,0,1637190,17797,50,0,17047546,402561,2020-06-02T24:00:00Z,6,0.89396226
652,20200725,137575,1318,164619,164619,45600,2119,11503,10955,9124202,216308,953,5175,4830,0,2459498,26737,75,0,25609976,604755,2020-06-02T24:00:00Z,6,1.3429706
653,20200726,112913,1082,135109,135109,37426,1739,9441,8991,7488578,177532,782,4247,3964,0,2018603,21944,61,0,21019078,496345,2020-06-02T24:00:00Z,6,1.1022269
654,20200727,123955,1188,148323,148323,41086,1909,10365,9871,8220941,194894,859,4663,4352,0,2216017,24090,67,0,23074686,544887,2020-06-02T24:00:00Z,6,1.2100216
655,20200728,103108,988,123377,123377,34176,1588,8621,8211,6838300,162116,714,3879,3620,0,1843316,20038,56,0,19193864,453245,2020-06-02T24:00:00Z,6,1.0065138
656,20200729,85988,824,102892,102892,28501,1324,7190,6847,5702891,135198,595,3235,3019,0,1537258,16711,47,0,16006978,377989,2020-06-02T24:00:00Z,6,0.8393956
657,20200730,146560,1404,175371,175371,48578,2257,12255,11671,9720107,230435,1015,5513,5146,0,2620129,28483,80,0,27282572,644252,2020-06-02T24:00:00Z,6,1.4306805
658,20200731,89627,859,107247,107247,29707,1380,7494,7137,5944261,140921,621,3371,3147,0,1602321,17418,48,0,16684459,393987,2020-06-02T24:00:00Z,6,0.8749222
659,20200801,75814,726,90718,90718,25129,1167,6339,6037,5028156,119202,525,2852,2662,0,1355378,14734,41,0,14113119,333268,2020-06-02T24:00:00Z,6,0.74008286
660,20200802,114387,1096,136874,136874,37914,1762,9564,9109,7586380,179850,792,4303,4016,0,2044967,22230,62,0,21293588,502828,2020-06-02T24:00:00Z,6,1.116622
661,20200803,158413,1518,189554,189554,52507,2440,13246,12615,10506239,249072,1097,5959,5562,0,2832037,30787,86,0,29489103,696357,2020-06-02T24:00:00Z,6,1.5463895
662,20200804,115333,1105,138006,138006,38228,1776,9644,9184,7649120,181338,799,4339,4049,0,2061879,22414,63,0,21469689,506986,2020-06-02T24:00:00Z,6,1.1258566
663,20200805,109467,1049,130986,130986,36283,1686,9153,8717,7260042,172114,758,4118,3843,0,1957000,21274,59,0,20377618,481198,2020-06-02T24:00:00Z,6,1.0685891
664,20200806,98405,943,117749,117749,32617,1515,8228,7836,6526371,154721,682,3702,3455,0,1759233,19124,53,0,18318337,432570,2020-06-02T24:00:00Z,6,0.96060175
665,20200807,76188,730,91166,91166,25253,1173,6370,6067,5052968,119791,528,2866,2675,0,1362066,14807,41,0,14182762,334912,2020-06-02T24:00:00Z,6,0.7437349
666,20200808,111283,1066,133159,133159,36885,1714,9305,8862,7380469,174969,771,4186,3907,0,1989462,21627,60,0,20715636,489180,2020-06-02T24:00:00Z,6,1.0863146
667,20200809,160623,1539,192198,192198,53239,2474,13431,12791,10652769,252546,1113,6042,5639,0,2871535,31216,87,0,29900386,706069,2020-06-02T24:00:00Z,6,1.5679569
668,20200810,105238,1008,125926,125926,34882,1621,8799,8380,6979576,165465,729,3959,3695,0,1881398,20452,57,0,19590400,462609,2020-06-02T24:00:00Z,6,1.027308
669,20200811,146603,1405,175423,175423,48593,2258,12258,11674,9722972,230503,1016,5515,5147,0,2620901,28491,80,0,27290614,644442,2020-06-02T24:00:00Z,6,1.4311022
670,20200812,143296,1373,171465,171465,47496,2207,11982,11411,9503616,225303,993,5391,5031,0,2561772,27849,78,0,26674921,629903,2020-06-02T24:00:00Z,6,1.3988156
671,20200813,141029,1351,168753,168753,46745,2172,11792,11231,9353295,221739,977,5305,4951,0,2521252,27408,77,0,26252997,619940,2020-06-02T24:00:00Z,6,1.3766901
672,20200814,148611,1424,177825,177825,49258,2289,12426,11834,9856115,233659,1029,5590,5218,0,2656791,28881,81,0,27664322,653267,2020-06-02T24:00:00Z,6,1.4506992
673,20200815,140535,1347,168162,168162,46581,2164,11751,11191,9320530,220962,974,5287,4934,0,2512420,27312,76,0,26161034,617768,2020-06-02T24:00:00Z,6,1.3718677
674,20200816,150950,1447,180624,180624,50034,2325,12622,12021,10011291,237338,1046,5679,5300,0,2698620,29336,82,0,28099873,663552,2020-06-02T24:00:00Z,6,1.4735391
675,20200817,81011,776,96936,96936,26851,1247,6774,6451,5372783,127373,561,3047,2844,0,1448275,15744,44,0,15080426,356110,2020-06-02T24:00:00Z,6,0.7908078
676,20200818,76704,735,91783,91783,25424,1181,6413,6108,5087158,120601,531,2885,2693,0,1371282,14907,41,0,14278729,337178,2020-06-02T24:00:00Z,6,0.7487673
677,20200819,119500,1145,142992,142992,39609,1840,9992,9516,7925452,187889,828,4495,4196,0,2136366,23224,65,0,22245304,525302,2020-06-02T24:00:00Z,6,1.1665294
678,20200820,59071,566,70684,70684,19579,909,4939,4704,3917735,92878,409,2222,2074,0,1056055,11480,32,0,10996370,259669,2020-06-02T24:00:00Z,6,0.5766425
679,20200821,74036,709,88590,88590,24540,1140,6190,5895,4910213,116406,513,2785,2599,0,1323585,14388,40,0,13782074,325450,2020-06-02T24:00:00Z,6,0.72272307
680,20200822,144345,1383,172720,172720,47844,2223,12069,11495,9573183,226952,1000,5430,5068,0,2580525,28052,78,0,26870184,634514,2020-06-02T24:00:00Z,6,1.4090551
681,20200823,118105,1132,141322,141322,39147,1819,9875,9405,7832945,185696,818,4443,4147,0,2111430,22953,64,0,21985651,519170,2020-06-02T24:00:00Z,6,1.1529133
682,20200824,94934,910,113596,113596,31466,1462,7938,7560,6296184,149264,657,3571,3333,0,1697184,18450,51,0,17672243,417313,2020-06-02T24:00:00Z,6,0.926721
683,20200825,100337,961,120061,120061,33257,1545,8390,7990,6654520,157759,695,3774,3523,0,1793777,19500,54,0,18678028,441064,2020-06-02T24:00:00Z,6,0.9794637
684,20200826,121298,1162,145144,145144,40205,1868,10142,9659,8044732,190717,840,4563,4259,0,2168519,23573,66,0,22580100,533208,2020-06-02T24:00:00Z,6,1.1840858
685,20200827,72959,699,87301,87301,24182,1123,6100,5810,4838761,114712,505,2744,2561,0,1304325,14179,39,0,13581522,320715,2020-06-02T24:00:00Z,6,0.71220624
686,20200828,89895,861,107567,107567,29796,1384,7516,7158,5962021,141342,623,3382,3156,0,1607108,17470,49,0,16734308,395165,2020-06-02T24:00:00Z,6,0.8775363
687,20200829,98760,946,118175,118175,32735,1521,8258,7864,6549977,155280,684,3715,3467,0,1765596,19193,53,0,18384595,434135,2020-06-02T24:00:00Z,6,0.9640763
688,20200830,123919,1187,148279,148279,41074,1908,10361,9868,8218516,194837,858,4662,4351,0,2215364,24083,67,0,23067879,544726,2020-06-02T24:00:00Z,6,1.2096647
689,20200831,163467,1566,195601,195601,54182,2518,13668,13017,10841395,257017,1132,6149,5739,0,2922381,31769,89,0,30429822,718571,2020-06-02T24:00:00Z,6,1.5957202
690,20200901,111325,1067,133209,133209,36899,1714,9308,8865,7383246,175035,771,4188,3908,0,1990210,21635,60,0,20723429,489364,2020-06-02T24:00:00Z,6,1.0867232
691,20200902,67520,647,80793,80793,22380,1040,5645,5377,4478045,106161,467,2540,2370,0,1207091,13122,36,0,12569059,296806,2020-06-02T24:00:00Z,6,0.65911335
692,20200903,65390,626,78244,78244,21674,1007,5467,5207,4336778,102812,453,2460,2296,0,1169012,12708,35,0,12172549,287443,2020-06-02T24:00:00Z,6,0.6383206
693,20200904,64201,615,76822,76822,21280,988,5368,5112,4257942,100943,444,2415,2254,0,1147761,12477,35,0,11951271,282218,2020-06-02T24:00:00Z,6,0.6267169
694,20200905,158646,1520,189833,189833,52584,2443,13265,12634,10521695,249438,1099,5968,5570,0,2836203,30832,86,0,29532483,697382,2020-06-02T24:00:00Z,6,1.5486643
695,20200906,73570,705,88033,88033,24385,1133,6151,5858,4879311,115674,509,2767,2583,0,1315255,14298,40,0,13695340,323402,2020-06-02T24:00:00Z,6,0.71817476
696,20200907,139706,1339,167170,167170,46306,2152,11682,11125,9265551,219659,968,5255,4905,0,2497600,27151,76,0,26006716,614124,2020-06-02T24:00:00Z,6,1.3637754
697,20200908,128698,1233,153998,153998,42658,1982,10761,10249,8535516,202352,891,4841,4518,0,2300813,25012,70,0,23957640,565737,2020-06-02T24:00:00Z,6,1.2563231
698,20200909,134336,1287,160744,160744,44526,2069,11233,10698,8909386,211215,931,5053,4716,0,2401593,26107,73,0,25007027,590517,2020-06-02T24:00:00Z,6,1.3113524
699,20200910,163524,1567,195670,195670,54201,2518,13673,13022,10845217,257108,1133,6152,5741,0,2923411,31780,89,0,30440553,718825,2020-06-02T24:00:00Z,6,1.596283
700,20200911,144542,1385,172956,172956,47909,2226,12086,11510,9586286,227262,1001,5437,5075,0,2584057,28091,79,0,26906961,635382,2020-06-02T24:00:00Z,6,1.4109837
701,20200912,109300,1047,130787,130787,36228,1683,9139,8704,7248999,171852,757,4112,3837,0,1954023,21242,59,0,20346622,480466,2020-06-02T24:00:00Z,6,1.0669637
702,20200913,91783,879,109826,109826,30422,1413,7674,7309,6087221,144310,636,3453,3222,0,1640857,17837,50,0,17085722,403463,2020-06-02T24:00:00Z,6,0.8959642
703,20200914,159587,1529,190959,190959,52896,2458,13344,12708,10584074,250917,1106,6003,5603,0,2853018,31015,87,0,29707571,701516,2020-06-02T24:00:00Z,6,1.5578458
704,20200915,148974,1428,178260,178260,49378,2294,12457,11863,9880212,234231,1032,5604,5230,0,2663287,28952,81,0,27731957,654864,2020-06-02T24:00:00Z,6,1.4542459
705,20200916,137428,1317,164444,164444,45552,2116,11491,10944,9114500,216078,952,5170,4825,0,2456883,26708,75,0,25582745,604112,2020-06-02T24:00:00Z,6,1.3415426
706,20200917,89539,858,107141,107141,29678,1379,7487,7130,5938413,140782,620,3368,3143,0,1600745,17401,48,0,16668046,393600,2020-06-02T24:00:00Z,6,0.8740616
707,20200918,129623,1242,155105,155105,42964,1996,10838,10322,8596844,203806,898,4876,4551,0,2317345,25191,70,0,24129778,569802,2020-06-02T24:00:00Z,6,1.26535
708,20200919,154863,1484,185307,185307,51330,2385,12949,12332,10270799,243490,1073,5826,5437,0,2768572,30097,84,0,28828265,680752,2020-06-02T24:00:00Z,6,1.5117356
709,20200920,99037,949,118506,118506,32827,1525,8281,7886,6568343,155716,686,3725,3477,0,1770547,19247,54,0,18436146,435352,2020-06-02T24:00:00Z,6,0.9667796
710,20200921,133730,1281,160019,160019,44326,2059,11182,10649,8869205,210263,926,5031,4695,0,2390762,25989,73,0,24894246,587854,2020-06-02T24:00:00Z,6,1.3054382
711,20200922,145048,1390,173561,173561,48077,2234,12128,11551,9619816,228057,1005,5456,5093,0,2593095,28189,79,0,27001075,637605,2020-06-02T24:00:00Z,6,1.415919
712,20200923,100520,963,120280,120280,33318,1548,8405,8005,6666643,158046,696,3781,3529,0,1797044,19535,54,0,18712055,441867,2020-06-02T24:00:00Z,6,0.9812481
713,20200924,146444,1403,175233,175233,48540,2255,12245,11662,9712443,230253,1014,5509,5142,0,2618063,28460,80,0,27261060,643744,2020-06-02T24:00:00Z,6,1.4295524
714,20200925,60305,578,72159,72159,19988,928,5042,4802,3999524,94817,417,2268,2117,0,1078102,11720,32,0,11225938,265090,2020-06-02T24:00:00Z,6,0.5886809
715,20200926,108712,1042,130083,130083,36033,1674,9090,8657,7209985,170927,753,4089,3817,0,1943507,21127,59,0,20237118,477880,2020-06-02T24:00:00Z,6,1.0612214
716,20200927,109219,1046,130689,130689,36201,1682,9132,8697,7243578,171724,756,4109,3834,0,1952562,21226,59,0,20331406,480107,2020-06-02T24:00:00Z,6,1.0661658
717,20200928,53487,512,64002,64002,17728,823,4472,4259,3547378,84098,370,2012,1878,0,956223,10395,29,0,9956846,235121,2020-06-02T24:00:00Z,6,0.52213055
718,20200929,110513,1059,132237,132237,36630,1702,9240,8800,7329394,173758,765,4157,3880,0,1975694,21477,60,0,20572277,485795,2020-06-02T24:00:00Z,6,1.078797
719,20200930,64112,614,76716,76716,21250,987,5361,5105,4252065,100804,444,2412,2251,0,1146176,12460,35,0,11934773,281828,2020-06-02T24:00:00Z,6,0.6258518
